"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1648923","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","paralicheniformis"
"1402","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","licheniformis"
"1452","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","atrophaeus"
"1408","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","pumilus"
"1404","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","megaterium"
"1398","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","coagulans"
"135735","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","endophyticus"
"666686","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","sp. 1NLA3E"
"1565991","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","sp. X1(2014)"
"1471","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","methanolicus"
"79885","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","pseudofirmus"
"665099","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","oceanisediminis"
"1478","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","simplex"
"1413","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","cellulosilyticus"
"1479","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","smithii"
"324767","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","infantis"
"300825","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","lehensis"
"264697","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","muralis"
"86665","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","halodurans"
"79880","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","clausii"
"1664069","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","glycinifermentans"
"98228","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","sp. OxB-1"
"1178537","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","xiamenensis"
"632773","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","beveridgei"
"756828","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","sp. WP8"
"1774743","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","sp. SDLI1"
"1837130","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","sp. FJAT-14266"
"1127744","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","sp. JS"
"658666","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","bombysepticus"
"1892404","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","sp. ABP14"
"1446792","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","sp. Pc3"
"1827146","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","sp. IHB B 7164"
"1574141","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","sp. YP1"
"1628753","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","sp. LM 4-2"
"79881","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","gibsonii"
"1409","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","sp."
"1570330","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","sp. BH072"
"129337","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus",""
"471223","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","sp. WCH70"
"1345697","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","sp. JF8"
"33940","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","thermodenitrificans"
"129338","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","subterraneus"
"581103","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","sp. Y4.1MC1"
"1519377","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","sp. LC300"
"1422","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","stearothermophilus"
"1629723","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","sp. 12AMOR1"
"1505648","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","thermoleovorans group"
"33941","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","thermoleovorans"
"691437","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","sp. C56-T3"
"1233873","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","sp. GHH01"
"1813182","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","sp. JS12"
"1462","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","kaustophilus"
"550542","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","sp. Y412MC52"
"544556","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","sp. Y412MC61"
"150247","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus",""
"33934","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","flavithermus"
"294699","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","amylolyticus"
"1490057","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","sp. B7M1"
"198467","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","gonensis"
"1490052","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","sp. B2M1"
"400634","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lysinibacillus",""
"28031","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lysinibacillus","fusiformis"
"1421","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lysinibacillus","sphaericus"
"1145276","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lysinibacillus","varians"
"1329200","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Fictibacillus",""
"255247","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Fictibacillus","arsenicus"
"1221500","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Fictibacillus","phosphorivorans"
"1449","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Amphibacillus","xylanus"
"403957","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","sp. SK37"
"182710","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","iheyensis"
"1472767","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lentibacillus","amyloliquefaciens"
"586416","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Terribacillus","aidingensis"
"1570","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halobacillus","halophilus"
"1426","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Parageobacillus","thermoglucosidans"
"1230341","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Salimicrobium","jeotgali"
"44249","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",""
"1406","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","polymyxa"
"61624","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","mucilaginosus"
"44251","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","durus"
"1536774","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. FSL H7-0357"
"169760","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","stellifer"
"1695218","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. 32O-W"
"1462996","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","yonginensis"
"1536772","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. FSL R7-0273"
"324057","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. JDR-2"
"1616788","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","bovis"
"481743","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. Y412MC10"
"1566358","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. IHBB 10380"
"1126833","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","beijingensis"
"1464","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","larvae"
"1763538","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. LPB0068"
"1536773","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. FSL R7-0331"
"162209","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","naphthalenovorans"
"483937","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","riograndensis"
"189425","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","graminis"
"189426","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","odorifer"
"365617","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sabinae"
"160799","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","borealis"
"159743","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","terrae"
"1178515","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","swuensis"
"1536771","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. FSL R5-0912"
"1536770","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. FSL R5-0345"
"1536769","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. FSL P4-0081"
"1536775","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. FSL H7-0737"
"59893","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","peoriae"
"55080","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus",""
"1465","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","laterosporus"
"1393","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","brevis"
"377615","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Thermobacillus","composti"
"1450761","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus","sp. XH2"
"1279","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",""
"1280","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","aureus"
"1288","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","xylosus"
"1282","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","epidermidis"
"246432","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","equorum"
"1283","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","haemolyticus"
"1284","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","hyicus"
"1295","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","schleiferi"
"283734","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","pseudintermedius"
"1281","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","carnosus"
"45972","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","pasteuri"
"29388","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","capitis"
"29385","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","saprophyticus"
"28035","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","lugdunensis"
"1292","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","warneri"
"1715860","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","sp. AntiMn-1"
"70255","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","condimenti"
"985762","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","agnetis"
"1286","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","simulans"
"985002","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","argenteus"
"69966","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Macrococcus","caseolyticus"
"407035","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","halodurans"
"1372","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus",""
"1374","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus","kocurii"
"1215089","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus","halocryophilus"
"1526927","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus","sp. PAMC 21323"
"200991","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus","rifietoensis"
"161360","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus","antarcticus"
"1038856","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus","plakortidis"
"192421","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus","maritimus"
"76853","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus","silvestris"
"1750719","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia","sp. 11kri321"
"1476","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","psychrophila"
"1508404","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Jeotgalibacillus","malaysiensis"
"241244","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus","stabekisii"
"1637","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria",""
"1639","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","monocytogenes"
"1638","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","ivanovii"
"1640","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","seeligeri"
"1643","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","welshimeri"
"1642","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","innocua"
"33986","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Exiguobacterium",""
"360911","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Exiguobacterium","sp. AT1b"
"332410","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Exiguobacterium","sibiricum"
"1399115","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Exiguobacterium","sp. MH3"
"132920","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Exiguobacterium","antarcticum"
"1849031","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Exiguobacterium","sp. U13-1"
"1785995","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Gemella","sp. oral taxon 928"
"405212","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus","acidocaldarius"
"33943","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Kyrpidia","tusciae"
"29466","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","parvula"
"907","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","elsdenii"
"39950","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister","pneumosintes"
"970","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas",""
"971","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","ruminantium"
"69823","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","sputigena"
"1884263","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","sp. oral taxon 920"
"713030","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","sp. oral taxon 136"
"712538","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","sp. oral taxon 478"
"365348","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Sporomusaceae","Pelosinus",""
"484770","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Sporomusaceae","Pelosinus","sp. UFO1"
"365349","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Sporomusaceae","Pelosinus","fermentans"
"904","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus",""
"187327","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","intestini"
"905","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","fermentans"
"1834207","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix","Erysipelotrichaceae bacterium I46"
